question,predicted
Wexner Graduate Fellowships are given to students who show an ability of an individual to lead or guide who?,The Wexner Graduate Fellowship Program supports graduate students who are strongly committed to the Jewish community have
What is the nationality of the most praised player in the 2002–03 Olympique de Marseille season?,What nationality was the player who helped score several important goals for the club that was most 
Which season did the UCF Knights represent at an American metropolitan public research university in Orlando Florida?,The 2010 UCF Knights football team represented the University of Central Florida in what FBS season
The Bachelor was based on what novel written by an Austrian author?,The Bachelor is a 1990 drama film based on which Austrian author and dramatist
Who plays opposite the double Olivier Award-winning English actress in the 2000 TV film following the relationship between Carry On film actors Sid James and Barbara Windsor?,Who played the double Olivier Award-winning English actress who played Barbara Windsor in Carry On
Who directed the film which starred Steve Cochran and the actor who played Sheriff Roy Coffee in Bonanza?,Who directed the 1952 Western film The Lion and the Horse?
Rowland Salley's best-known tune is Killing the Blues which has been most recently covered by which American singer-songwriter active mainly in the outlaw country music and Southern rock genres?,Who was the singer-songwriter who covered Killing the Blues?
What iron-hulled steamship designed by Theodore Timby was The Orleans County Monitor Newspaper named after? ,What iron-hulled steamship was named after an American Civil War veteran?
What was the given name of the singer who is most closely associated with The Dakotas ?,Which singer was the lead vocalist for the group during the 1960s?
When did the event that led Marissa Kurtimah to flee her country of birth begin? ,Marissa Kurtimah fled her country of birth in what year?
What award did Flossie Bailey receive that was named after the first female self-made millionaire in America?,Who was the first female self-made millionaire in America and a recipient of the national
Who was born first Nellee Hooper or Baz Luhrmann?,Who was born first Nellee Hooper or Mark Luhrmann?
Who stared as the father of the atomic bomb in a 1980 television miniseries?,Who starred in the series that starred the wartime head of the Los Alamos
Which singer of the Bee Gees sung a middle part of a song in which the majority was sung by Barry Gibb?,Who sung the song I Laugh in Your Face?
St. John of the Cross Episcopal Church has a rectory that was in a style that was a product of what earlier style?,What is the name of the culture that built the associated rectory?
What was the nickname of Judy Lewis's father?,What was the name of the American film actor and military officer who was portrayed in The Call
By what other names was the king known whose reign was the first included in the Year Books? ,What was the name of the King of England who was extant in a continuous series from
Which astronaut Jean-François Clervoy or Ulrich Walter was born first?,Who is older Jean-François André Clervoy or Ulrich Walter?
What comic book does Hershel Greene and Carl Grimes appear in as characters?,Which comic book series is portrayed by Hershel Greene or Carl Grimes
Summer Holiday starred what actor who won  a BAFTA in 1954>,Which British actor won a BAFTA for his appearance in The Young Lovers?
Which St. Louis Rams season was the final full season played by the 2008 winner of the Heisman Trophy?,What was the season of the St. Louis Rams that was the team's first under
What 1876 battle featured the Other Magpie?,What battle was the Other Magpie fought in?
Graham Linehan was the creator of the Ash Atalla-produced sitcom for what UK channel?,What is the name of the British sitcom written by Graham Linehan and starring Chris O
Thomas Maclellan of Bombie was Provost of what town as well as constructing MacLellan's Castle in the center of that town?,Sir Thomas Maclellan was responsible for the construction of the castle in what Scottish town?
What profession does Leonty Magnitsky and Leonid Khachiyan have in common?,Leonty Magnitsky and Leonid Khachiyan were both what?
Who gave the mother of Alberic II of Spoleto the title patricia of Rome?,Alberic II deposed his mother who was the alleged mistress of what Pope?
Chandamama and Kajal Aggarwal are both associated with which Indian film industries?,Chandamama is a 2007 Telugu film directed by Krishna Vamsi
What are both Caleb Shomo and Brian Welch?,Caleb Shomo and Brian Welch are both what?
What is the length of an episode for the show that Jose María del Río is a narrorator in? ,What length of episodes have Jose Mara del Ro produced for the animated series
What country does Salmonby and Somersby Lincolnshire have in common?,Salmonby and Somersby are located in which country?
On November 2 2010 John Spratt lost to an AMerican politician who served in the South Carolina General Assembly from 2007 until when?,What year did the Republican challenger who lost to John Michael Mulvaney serve in the South
What nationality was the inventor of the Alexander Technique for retraining the mind and body to avoid muscular tension?,Frederick Matthias Alexander developed the Alexander Technique an educational process that attempts to develop the ability to avoid unnecessary
