question,predicted
when was american stunt performer which Stunt Cycle attempted to cash in with born ,When was the American stunt performer painter entertainer and international icon who attempted to cash in
AVN Media Network has as part of their business what convention and trade show that takes place every January in Las Vegas Nevada?,AVN Media Network's portfolio of businesses includes several widely recognized adult industry publications expos
What band in the Art Wave scene is based in Glasgow?,Which Scottish rock band was tagged by NME as part of the Art Wave scene that
The Declaration of Montreal was the founding document of which world event lasting from July 26-August 5 2006?,The Declaration of Montreal on Lesbian Gay Bisexual and Transgender Human Rights is a document adopted
Pashto is the main language among a diaspora that has it's largest community in which country ?,What country is home to the largest Pashtun community?
What is the birthdate of this American actor director and producer who starred in Not Another B Movie?,When was the director of Not Another B Movie born?
What CBS-affiliated station serves Pontotoc County Oklahoma?,Which CBS-affiliated television station serves the city in and the county seat of Pontot
What British publisher published a dystopian novel in 1949 written by an English author?,Who published Orwell's Animal Farm and Nineteen Eighty-Four?
Which is the Oil Capital of China Chaoyang District Shantou or Daqing?,Which prefecture-level city in the west of Heilongjiang province has experienced
Which of the following bands is considered one of the most accomplished and creative Christian bands of the '90s Poor Old Lu or Shudder to Think?,Which band was founded first Poor Old Lu orudder to Think?
The Lewis and Clark Memorial Column is dedicated to Meriwether Lewis best known for his role as the leader of which Lewis and Clark Expedition?,The Lewis and Clark Memorial Column is an outdoor monument by artist Otto Schumann dedicated to
Which airport served more people in 2015 Asheville Regional Airport or Orlando International Airport ?,What is the second-busiest airport in the state of Florida that served an all
Are Asimov's Science Fiction and The Christian Science Sentinel both magazines?,Are Asimov's Science Fiction and The Christian Science Sentinel both magazines?
What singer who was the seventh place finalist on the 7th season of American Idol first recorded the song Like My Mother Does,What American country singer who was the seventh place finalist on the seventh season of American
At what height does State Route 160 start?,State Route 160 runs 8.02 mi from the Kentucky state line on top of a
Are Lance King and Han Seung-yeon both heavy metal vocalists?,Are Lance King and Kara both singers?
Are both the Wire Fox Terrier and West Siberian Laika dog breeds?,Are Wire Fox Terrier and West Siberian Laika both terrier breeds?
Were both Terence Fisher and Leopoldo Torre Nilsson British film directors?,Are Terence Fisher and Leo Nilsson both film directors?
 What species has an extinct subspecies that are classified as Trogloxene and are known from fossils and prehistoric art?,Panthera leo spelaea is an extinct subspecies of what animal
Which actor/actress from Overnight Delivery was born in New Orleans?,Which actress made her professional screen debut in The Man in the Moon?
Which American singer and songwriter born in 1983 formed the band Pistol Annies with Ashley Monroe and a third band member?,What American singer and songwriter formed Pistol Annies?
Bridgewater Triangle is an area where the phenomenon associated with what type of tradition has been seen?,The Bridgewater Triangle refers to an area of about 200 mi2 within southeastern Massachusetts in the
Who created the first rule of chemistry?,Hund's rules refers to a set of rules that is especially important in chemistry where
Who founded O Magazine that contained Elissa Schappell's second book of fiction?,Who founded the magazine Newsweek/The Daily Beast and O Magazine?
In what regions of the United States is the Eastern Market Detroit located?,Eastern Market is a historic commercial district in Detroit Michigan a state in which regions of the
What electronic attack squadron is permanently stationed on two pieces of land near Oak Harbor?,Which squadron is permanently stationed at Naval Air Station Whidbey Island?
Which voice actor plays the voice of the cartoon character that is most famous for his semi-intelligible speech and his mischievous and temperamental personality?,Who is the voice actor of the Disney character Donald Duck?
Prominent Danish Tibetologist Per Kjeld Sørensen is a professor of Central Asian Studies at Leipzig University that was founded by who?,Per Kjeld Sørensen is a prominent Danish Tibetologist who specialises
The University in Pullman Washington is named after whom?,Edward R. Murrow College of Communication is a college of Washington State University (W
Was Kanako Momota or Mark Hollis born first?,Who is older Kanako Momota or Mark Hollis?
